id,title,company,city,url,date_posted,source,work_type,sector,level,employer_type,description,raw_text
9fa99ce28286,מנהל/ת פיתוח משאבים ושותפויות,בינה בלב,עוטף עזה והגליל - מודל היברידי,https://t.me/biltiformali/33587,2026-05-19,Biltiformali-Telegram,משרה חלקית,עמותות,ניהולי,Nonprofit/NGO,"מנהל/ת פיתוח משאבים ושותפויות - בינה בלב (חל""צ) 🚀 ""בינה בלב"" פועלת לשיקום ופיתוח הנגב המערבי (ניר עוז) והגליל דרך בניית תשתית אנושית ללמידת AI בפריפריה. אנחנו מחפשים איש/אשת מקצוע להובלת מערך גיוס המשאבים והעמקת השותפויות שלנו.  📍 מיקום: מודל היברידי (בית + עבודה בשטח בעוטף ובגליל). ⏰ היקף משרה: 60% משרה. 💰 תנאים: שכר הוגן + מודל בונוסים מבוסס הצלחה.  מה התפקיד כולל?  ניהול ושימור קשרים: עבודה מול בסיס התורמים הקיים של הארגון ופיתוח ערוצים חדשים (פילנתרופיה, ממשל ו-CSR).  כתיבת תוכן ואימפקט: כתיבת מענקים, דוחות תורמים וניוזלטרים ברמה גבוהה מאוד (עברית ואנגלית).  חומרים אסטרטגיים: יצירת כלי עזר לגיוס (One-pagers, פרזנטציות) להצגת פעילות הארגון.  ניהול אופרטיבי: ניהול עצמאי של גאנט הגשות, מעקב אחר דיווחים ועמידה ביעדים.  חיבור לשטח: נסיעות למוקדי הפעילות לטובת חיבור בלתי אמצעי לעשייה וליווי ביקורי תורמים.  מה אנחנו מחפשים? ✔️ ניסיון מוכח בגיוס משאבים ופיתוח שותפויות במגזר השלישי – חובה. ✔️ יכולות כתיבה וניסוח מעולות בעברית ובאנגלית (רמה גבוהה מאוד/שפת אם). ✔️ יכולת ניהול עצמית גבוהה, סדר וארגון (עבודה מול יעדים ולוחות זמנים). ✔️ תקשורת בינאישית מעולה וניסיון בעבודה מול תורמים וקרנות. ✔️ רצון אמיתי להיות חלק מעשייה חברתית משמעותית בפריפריה.  📩 קורות חיים למייל: tal@binahbalev.org (המשרה מיועדת לנשים וגברים כאחד. רק פניות מתאימות תעננה).","מנהל/ת פיתוח משאבים ושותפויות - בינה בלב (חל""צ) 🚀 ""בינה בלב"" פועלת לשיקום ופיתוח הנגב המערבי (ניר עוז) והגליל דרך בניית תשתית אנושית ללמידת AI בפריפריה. אנחנו מחפשים איש/אשת מקצוע להובלת מערך גיוס המשאבים והעמקת השותפויות שלנו.  📍 מיקום: מודל היברידי (בית + עבודה בשטח בעוטף ובגליל). ⏰ היקף משרה: 60%"
fce0a279f7be,מזכיר/ת מושב – מבוא ביתר,מושב מבוא ביתר,מבוא ביתר,https://t.me/biltiformali/33582,2026-05-19,Biltiformali-Telegram,משרה מלאה,ממשלתי,ניהולי,Nonprofit/NGO,"*דרוש/ה מזכיר/ת מושב – מבוא ביתר*  למושב מבוא ביתר דרוש/ה מזכיר/ה מושב. תחומי אחריות:  • ניהול ותפעול שוטף: אחריות על החזקה ותחזוקה של תשתיות המושב כולל מבנים, שפ""ע, עבודה מול ספקים ועובדי מנהלה  • ניהול תקציב וגבייה  • ריכוז ובינוי קהילה – אירועים קהילתיים, חינוך בלתי פורמאלי, מתנדבים. • עבודה מול ועד המושב והמועצה האזורית.   דרישות: • ניסיון ניהולי ותפעולי  • עבודה עם סדר וארגון, יכולת ניהול משימות ועצמאות • יחסי אנוש טובים  • ניסיון בניהול תקציב  היקף משרה: מלאה   הגשת מועמדות: קורות חיים בצירוף המלצה: לווטסאפ - 054-4998290  או למייל: mazkirmevibeitar@gmail.com  המועמדים המתאימים יוזמנו לראיון","*דרוש/ה מזכיר/ת מושב – מבוא ביתר*  למושב מבוא ביתר דרוש/ה מזכיר/ה מושב. תחומי אחריות:  • ניהול ותפעול שוטף: אחריות על החזקה ותחזוקה של תשתיות המושב כולל מבנים, שפ""ע, עבודה מול ספקים ועובדי מנהלה  • ניהול תקציב וגבייה  • ריכוז ובינוי קהילה – אירועים קהילתיים, חינוך בלתי פורמאלי, מתנדבים. • עבודה מול "
5b6652a3a218,רכז/ת סטודנטים לפקולטה להנדסה,,,https://campaign.adamtotal.co.il?d=adtQObeD%2b0bHFgtgEP6hHg%3d%3d,2026-05-19,Biltiformali-Telegram,,חינוך,ביניים,Nonprofit/NGO,"*לפקולטה להנדסה דרוש/ה רכז/ת סטודנטים*  עבודה הכוללת מתן שירות לסטודנטים, מעקב מקליטת הסטודנט ועד סגירת התואר, בקרה וניתוב של קורסים, סיוע לראש המחלקה בתפעול ישיר, השתתפות בוועדות מחלקתיות ועוד.  לפרטים נוספים והגשת מועמדות: https://campaign.adamtotal.co.il?d=adtQObeD%2b0bHFgtgEP6hHg%3d%3d","*לפקולטה להנדסה דרוש/ה רכז/ת סטודנטים*  עבודה הכוללת מתן שירות לסטודנטים, מעקב מקליטת הסטודנט ועד סגירת התואר, בקרה וניתוב של קורסים, סיוע לראש המחלקה בתפעול ישיר, השתתפות בוועדות מחלקתיות ועוד.  לפרטים נוספים והגשת מועמדות: https://campaign.adamtotal.co.il?d=adtQObeD%2b0bHFgtgEP6hHg%3d%3d"
b6f028a6de26,מנהל.ת בית לקידום נוער,עמותת זיו נעורים וקרן פרידמן,,mailto:keren.esfridman@gmail.com,2026-05-19,Biltiformali-Telegram,,עמותות,ניהולי,Nonprofit/NGO,"עמותת זיו נעורים וקרן פרידמן מחפשות מנהל.ת בית לקידום נוער! התפקיד כולל: 🔸 ניהול ותפעול הבית, ליווי בני ובנות הנוער. 🔸 ניהול קשר עם בתי הספר ומשפחות בני ובנות הנוער. 🔸 ניהול והוצאה לפועל שת""פים עם חברות, ארגונים, יחידות צה""ל ועוד.  דרישות התפקיד: 🔸 תואר ראשון במדעי החברה, עדיפות לחינוך 🔸 ניסיון בתפקיד ניהולי/ פיקודי 🔸 רקע בעשייה חברתית 🔸 יחסי אנוש מעולים ויכולת עבודה בצוות  להגשת מועמדות: keren.esfridman@gmail.com","עמותת זיו נעורים וקרן פרידמן מחפשות מנהל.ת בית לקידום נוער! התפקיד כולל: 🔸 ניהול ותפעול הבית, ליווי בני ובנות הנוער. 🔸 ניהול קשר עם בתי הספר ומשפחות בני ובנות הנוער. 🔸 ניהול והוצאה לפועל שת""פים עם חברות, ארגונים, יחידות צה""ל ועוד.  דרישות התפקיד: 🔸 תואר ראשון במדעי החברה, עדיפות לחינוך 🔸 ניסיון בתפק"
d863b42ea885,רכז/ת למשרד להוגנות מגדרית והנציבות לענייני הטרדות מיניות,אוניברסיטת בן-גוריון,באר שבע,https://bguhr.my.salesforce-sites.com/Gius?mode=jobs,2026-05-18,Biltiformali-Telegram,משרה מלאה,חינוך,ביניים,Nonprofit/NGO,"📢 למשרד להוגנות מגדרית והנציבות לענייני הטרדות מיניות דרוש/ה רכז/ת!  🔍 מה כולל התפקיד? עבודה מגוונת הכוללת ריכוז פעילות המשרד והנציבות, ניהול מנהלתי שוטף (יומן, פגישות וסיכום ישיבות), ומעקב תקציבי ובקרה על רכש ותשלומים. התפקיד כולל איסוף וניתוח נתונים, ניהול מערך המלגות (מהפצת קולות קוראים ועד יישום), עדכון אתר האינטרנט והמדיה, וארגון טקסים, כנסים ואירועים יחידתיים.  💼 דרישות התפקיד: ✔️ תואר אקדמי ✔️ ניסיון של שנה בתחומים רלוונטיים ✔️ ניסיון במתן שירות ועבודה עם קהל ✔️ שליטה בשפה האנגלית ברמה טובה מאוד ✔️ רצוי – ניסיון עבודה בתחומי מגדר או מניעת הטרדות מיניות   📍 המשרה ממוקמת באוניברסיטת בן-גוריון 🕐 משרה מלאה 📧 הגשת מועמדות תיעשה דרך אתר האוניברסיטה. יש להיכנס לקישור הבא (מכרז 122-2026): https://bguhr.my.salesforce-sites.com/Gius?mode=jobs","📢 למשרד להוגנות מגדרית והנציבות לענייני הטרדות מיניות דרוש/ה רכז/ת!  🔍 מה כולל התפקיד? עבודה מגוונת הכוללת ריכוז פעילות המשרד והנציבות, ניהול מנהלתי שוטף (יומן, פגישות וסיכום ישיבות), ומעקב תקציבי ובקרה על רכש ותשלומים. התפקיד כולל איסוף וניתוח נתונים, ניהול מערך המלגות (מהפצת קולות קוראים ועד יישום"
c2beef997867,מנכ״לית,עמותת אליסקוד לקידום ילדות ונערות בטכנולוגיה,,https://www.alicecode.org,2026-05-18,Biltiformali-Telegram,,עמותות,בכיר,Nonprofit/NGO,"* אני לא קשורה למשרה  משתפת כאן הצעת עבודה ייחודית , משרה עם שליחות והשפעה ברמה ארצית. *עמותת אליסקוד לקידום ילדות ונערות בטכנולוגיה* מחפשת *מנכ״לית* נמרצת עם ניסיון בניהול שותפויות, תקציבים וגיוס משאבים.   נא לשלוח קו״ח למייל: nastiao@alicecode.org  www.alicecode.org  בהצלחה🙏🏼","* אני לא קשורה למשרה  משתפת כאן הצעת עבודה ייחודית , משרה עם שליחות והשפעה ברמה ארצית. *עמותת אליסקוד לקידום ילדות ונערות בטכנולוגיה* מחפשת *מנכ״לית* נמרצת עם ניסיון בניהול שותפויות, תקציבים וגיוס משאבים.   נא לשלוח קו״ח למייל: nastiao@alicecode.org  www.alicecode.org  בהצלחה🙏🏼"
03b4d23a9c53,מנהל/ת חטיבה טכנולוגית וחטיבת הסברה,עמותת פורום מיכל סלה,מבשרת ציון,https://t.me/biltiformali/33562,2026-05-18,Biltiformali-Telegram,משרה מלאה,עמותות,בכיר,Nonprofit/NGO,"עמותת פורום מיכל סלה פועלת להצלת חיים ומניעת אלימות כלפי נשים באמצעות חדשנות וטכנולוגיה.  לעמותה דרוש/ה מנהל/ת חטיבה טכנולוגית וחטיבת הסברה. תפקיד מפתח אסטרטגי בארגון, הכולל ניהול והובלת התוכניות הטכנולוגיות, פיתוח שיתופי פעולה בינלאומיים ותמיכה בסטרטאפים בשלבי צמיחה שונים.  העבודה במשרה מלאה ממשרדי העמותה במבשרת ציון.  למה להצטרף אלינו?  עבודה משמעותית בעלת אימפקט בינלאומי בתחום חדשנות ובטחון נשים.   סביבת עבודה מקצועית, תומכת ודינאמית.   עבודה מרתקת ופוריה מול בכירים בתעשיית ההיי טק, התקשורת והממשל.  הזדמנויות למידה, צמיחה והתפתחות אישית ומקצועית.    תיאור התפקיד  • ניהול והוצאה לפועל של התוכניות והאירועים הטכנולוגיים של העמותה.  • כתיבה ובניית תוכניות וכלים לתמיכה בפיתוח סטרטאפים, כולל מיפוי וסקירה שוטפת של סטטוס הסטרטאפים, קידום שת""פ של פיילוטים, ייצור חומרים שיווקיים, איתור חברות ולקוחות פוטנציאליים וכד'. עבודה מול יועצים משפטיים, מפתחים, קרנות וחוקרים.  • מתן ייעוץ, איתור וסיוע מקצועי לסטארט-אפים בשלבי צמיחה שונים.  • יצירה והובלה של שיתופי פעולה עם חברות טכנולוגיה בישראל ובעולם.  • בנייה ופיתוח מודל עבודה עסקי בינלאומי וכן תחזוקת תשתית קשרים בינלאומית אל מול שותפים בחו""ל.  • ניהול צוות ועבודה ישירה מול בכירים.  כישורים נדרשים  • ניסיון בעבודה בסביבה  יזמית וחדשנית. עבודה ישירה עם סטארטאפים משלב הרעיון ועד שלב המכירות - דרישת סף.  • ניסיון בהובלת שיתופי פעולה ובניית תהליכים אסטרטגיים.  • ניסיון בפיתוח, בנייה והוצאה לפועל של תכניות עבודה.  • היכרות עם תחום חממות, מנטורינג ומומחיות טכנולוגית.  • השכלה אקדמית.  • יכולת התבטאות מעולה בעל פה ובכתב - בעברית ובאנגלית.  להגשת מ","עמותת פורום מיכל סלה פועלת להצלת חיים ומניעת אלימות כלפי נשים באמצעות חדשנות וטכנולוגיה.  לעמותה דרוש/ה מנהל/ת חטיבה טכנולוגית וחטיבת הסברה. תפקיד מפתח אסטרטגי בארגון, הכולל ניהול והובלת התוכניות הטכנולוגיות, פיתוח שיתופי פעולה בינלאומיים ותמיכה בסטרטאפים בשלבי צמיחה שונים.  העבודה במשרה מלאה ממשרדי"
3efaafb6ebde,מנהל/ת מרכז חוסן עציון,,עציון,https://drive.google.com/file/d/1f6ts5EY9-dpg0qYWn2yp2atl8w2Hr1WG/view?usp=sharing,2026-05-18,Biltiformali-Telegram,,אחר,ניהולי,Nonprofit/NGO,דרוש/ה מנהל/ת מרכז חוסן עציון  לפירוט התפקיד: https://drive.google.com/file/d/1f6ts5EY9-dpg0qYWn2yp2atl8w2Hr1WG/view?usp=sharing,דרוש/ה מנהל/ת מרכז חוסן עציון  לפירוט התפקיד: https://drive.google.com/file/d/1f6ts5EY9-dpg0qYWn2yp2atl8w2Hr1WG/view?usp=sharing
3dc9b6652f09,רכז/ת בכיר/ה לצוות הקליני,בית ספר לרפואה,,https://ttps://campaign.adamtotal.co.il?d=2upJQGHeCT3V1IYUafx8ew%3d%3d,2026-05-18,Biltiformali-Telegram,,חינוך,בכיר,Nonprofit/NGO,"בית ספר לרפואה מחפש *רכז/ת בכיר/ה* לצוות הקליני. 🩺 התפקיד כולל ניהול ותיאום מערך ההוראה הקלינית במחלקות בתי החולים ובמרפאות הקהילה, תוך עבודה בכפיפות לראש צוות לימודים קליניים. # תואר ראשון/הנדסאי – חובה רוצה לקחת חלק בהכשרת דור הרופאים הבא? שלחו קו""ח או העבירו לחברים שיכול להתאים להם ✨ https://campaign.adamtotal.co.il?d=2upJQGHeCT3V1IYUafx8ew%3d%3d","בית ספר לרפואה מחפש *רכז/ת בכיר/ה* לצוות הקליני. 🩺 התפקיד כולל ניהול ותיאום מערך ההוראה הקלינית במחלקות בתי החולים ובמרפאות הקהילה, תוך עבודה בכפיפות לראש צוות לימודים קליניים. # תואר ראשון/הנדסאי – חובה רוצה לקחת חלק בהכשרת דור הרופאים הבא? שלחו קו""ח או העבירו לחברים שיכול להתאים להם ✨ https://camp"
4c888a28f509,מנהל.ת בית הספר לנוער בסיכון,"ברנקו וייס מח""ט ברנקו וייס",קריית שמונה,https://minisite.niloos.ai/vacancy/6a0ac6af666c8388bd9ce6d6,2026-05-18,Biltiformali-Telegram,משרה מלאה,חינוך,ניהולי,Nonprofit/NGO,הזדמנות להצטרף לנבחרת המנהלים והמנהלות המובילה את החינוך בישראל! דרוש.ה מנהל.ת לבית הספר לנוער בסיכון ברנקו וייס מח“ט ברנקו וייס קריית שמונה. לפרטים נוספים והגשת מועמדות עד לתאריך 01.06.2026 בקישור הבא: [https://minisite.niloos.ai/vacancy/6a0ac6af666c8388bd9ce6d6](https://minisite.niloos.ai/vacancy/6a0ac6af666c8388bd9ce6d6),הזדמנות להצטרף לנבחרת המנהלים והמנהלות המובילה את החינוך בישראל! דרוש.ה מנהל.ת לבית הספר לנוער בסיכון ברנקו וייס מח“ט ברנקו וייס קריית שמונה. לפרטים נוספים והגשת מועמדות עד לתאריך 01.06.2026 בקישור הבא: [https://minisite.niloos.ai/vacancy/6a0ac6af666c8388bd9ce6d6](https://minisite.niloos.ai/vacancy/
